market,currency,slug,category,packLabel,indiaRetailInr,indiaFloruviInr,rate,localRetailEstimate,floruviPrice,basis
ae,AED,pea-shoots,microgreens,"50 g",200.00,280.00,0.1,20.00,28.00,"own median of 1"
ae,AED,sunflower-shoots,microgreens,"50 g",79.00,110.60,0.082880702,6.55,9.25,"produce median"
ae,AED,mustard-microgreens,microgreens,"50 g",200.00,280.00,0.082880702,16.58,23.25,"produce median"
ae,AED,red-cabbage-microgreens,microgreens,"50 g",179.00,250.60,0.082880702,14.84,21.00,"produce median"
ae,AED,kale-microgreens,microgreens,"50 g",179.00,250.60,0.082880702,14.84,21.00,"produce median"
ae,AED,arugula-microgreens,microgreens,"25 g",170.00,238.00,0.082880702,14.09,19.75,"produce median"
ae,AED,beet-microgreens,microgreens,"50 g",149.00,208.60,0.082880702,12.35,17.50,"produce median"
ae,AED,amaranth-microgreens,microgreens,"50 g",250.00,350.00,0.082880702,20.72,29.25,"produce median"
ae,AED,basil-microgreens,microgreens,"25 g",160.00,224.00,0.082880702,13.26,18.75,"produce median"
ae,AED,coriander-microgreens,microgreens,"50 g",149.00,208.60,0.082880702,12.35,17.50,"produce median"
ae,AED,fenugreek-microgreens,microgreens,"50 g",149.00,208.60,0.082880702,12.35,17.50,"produce median"
ae,AED,wheatgrass,microgreens,"250 g",300.00,420.00,0.082880702,24.86,35.00,"produce median"
ae,AED,kohlrabi-microgreens,microgreens,"50 g",179.00,250.60,0.082880702,14.84,21.00,"produce median"
ae,AED,garden-cress-microgreens,microgreens,"50 g",179.00,250.60,0.082880702,14.84,21.00,"produce median"
ae,AED,cherry-tomatoes,fruiting-crops,"250 g",110.00,154.00,0.10909091,12.00,17.00,"own median of 2"
ae,AED,beefsteak-tomatoes,fruiting-crops,"250 g",220.00,308.00,0.082880702,18.23,25.75,"produce median"
ae,AED,plum-tomatoes,fruiting-crops,"250 g",220.00,308.00,0.082880702,18.23,25.75,"produce median"
ae,AED,cucumber,fruiting-crops,"500 g",60.00,84.00,0.15833333,9.50,13.50,"own median of 1"
ae,AED,bell-peppers,fruiting-crops,"3 peppers · mixed colours",250.00,350.00,0.04752,11.88,16.75,"own median of 1"
ae,AED,green-chillies,fruiting-crops,"100 g",25.00,35.00,0.082880702,2.07,3.00,"produce median"
ae,AED,jalapeno-peppers,fruiting-crops,"200 g",65.00,91.00,0.082880702,5.39,7.75,"produce median"
ae,AED,strawberries,fruiting-crops,"250 g",250.00,350.00,0.07995,19.99,28.00,"own median of 1"
ae,AED,eggplant,fruiting-crops,"250 g",40.00,56.00,0.082880702,3.32,4.75,"produce median"
ae,AED,zucchini,fruiting-crops,"150–200 g",57.00,79.80,0.053651316,3.06,4.50,"own median of 2"
ae,AED,muskmelon,fruiting-crops,"1 melon",190.00,266.00,0.082880702,15.75,22.25,"produce median"
ae,AED,green-beans,fruiting-crops,"250 g",76.00,106.40,0.082880702,6.30,9.00,"produce median"
ae,AED,spring-onions,roots-and-stems,"1 bunch · 225–250 g",100.00,140.00,0.082880702,8.29,11.75,"produce median"
ae,AED,celery,roots-and-stems,"250 g",149.00,208.60,0.082880702,12.35,17.50,"produce median"
ae,AED,radish,roots-and-stems,"1 bunch · 450–500 g",100.00,140.00,0.082880702,8.29,11.75,"produce median"
ae,AED,beetroot,roots-and-stems,"250 g",45.00,63.00,0.10277778,4.63,6.50,"own median of 2"
ae,AED,carrot,roots-and-stems,"250 g",50.00,70.00,0.0525,2.63,3.75,"own median of 1"
ae,AED,ginger,roots-and-stems,"250 g",85.00,119.00,0.082880702,7.04,10.00,"produce median"
ae,AED,turmeric,roots-and-stems,"250 g",65.00,91.00,0.082880702,5.39,7.75,"produce median"
ae,AED,potato,roots-and-stems,"1 kg",80.00,112.00,0.0875,7.00,10.00,"own median of 1"
ae,AED,nasturtium-flowers,edible-flowers,"15–20 flowers",350.00,490.00,0.082880702,29.01,40.75,"produce median"
ae,AED,viola-flowers,edible-flowers,"40 g",250.00,350.00,0.082880702,20.72,29.25,"produce median"
ae,AED,pansy-flowers,edible-flowers,"40 g",250.00,350.00,0.082880702,20.72,29.25,"produce median"
ae,AED,calendula-petals,edible-flowers,"40 g",250.00,350.00,0.082880702,20.72,29.25,"produce median"
ae,AED,borage-flowers,edible-flowers,"40 g",250.00,350.00,0.082880702,20.72,29.25,"produce median"
ae,AED,radish-microgreens-live-tray,microgreens,"1 live tray",130.00,182.00,0.082880702,10.77,15.25,"produce median"
ae,AED,pea-microgreens-live-tray,microgreens,"1 live tray",130.00,182.00,0.082880702,10.77,15.25,"produce median"
ae,AED,sunflower-microgreens-live-tray,microgreens,"1 live tray",130.00,182.00,0.082880702,10.77,15.25,"produce median"
ae,AED,broccoli-microgreens-live-tray,microgreens,"1 live tray",130.00,182.00,0.082880702,10.77,15.25,"produce median"
ae,AED,fenugreek-microgreens-live-tray,microgreens,"1 live tray",130.00,182.00,0.082880702,10.77,15.25,"produce median"
ae,AED,red-amaranth-microgreens-live-tray,microgreens,"1 live tray",130.00,182.00,0.082880702,10.77,15.25,"produce median"
sa,SAR,butterhead-lettuce,leafy-greens,"1 head · 120–250 g",75.00,105.00,0.051200758,3.84,5.50,"produce median"
sa,SAR,romaine-lettuce,leafy-greens,"1 head · 120–250 g",75.00,105.00,0.051200758,3.84,5.50,"produce median"
sa,SAR,green-oakleaf-lettuce,leafy-greens,"75 g",80.00,112.00,0.051200758,4.10,5.75,"produce median"
sa,SAR,red-oakleaf-lettuce,leafy-greens,"250 g",210.00,294.00,0.051200758,10.75,15.25,"produce median"
sa,SAR,lollo-rosso-lettuce,leafy-greens,"250 g",100.00,140.00,0.051200758,5.12,7.25,"produce median"
sa,SAR,lollo-bionda-lettuce,leafy-greens,"200 g",50.00,70.00,0.051200758,2.56,3.75,"produce median"
sa,SAR,iceberg-lettuce,leafy-greens,"200–300 g",200.00,280.00,0.051200758,10.24,14.50,"produce median"
sa,SAR,arugula,leafy-greens,"100 g",99.00,138.60,0.051200758,5.07,7.25,"produce median"
sa,SAR,spinach,leafy-greens,"250 g",75.00,105.00,0.10240152,7.68,11.00,"own median of 1, limited"
sa,SAR,baby-kale,leafy-greens,"250 g",437.00,611.80,0.051200758,22.37,31.50,"produce median"
sa,SAR,curly-kale,leafy-greens,"100 g",99.00,138.60,0.052484848,5.20,7.50,"own median of 1"
sa,SAR,lacinato-kale,leafy-greens,"100 g",99.00,138.60,0.051200758,5.07,7.25,"produce median"
sa,SAR,swiss-chard,leafy-greens,"100 g",99.00,138.60,0.051200758,5.07,7.25,"produce median"
sa,SAR,bok-choy,leafy-greens,"250 g",149.00,208.60,0.051200758,7.63,10.75,"produce median"
sa,SAR,tatsoi,leafy-greens,"250 g",149.00,208.60,0.051200758,7.63,10.75,"produce median"
sa,SAR,mizuna,leafy-greens,"100 g",99.00,138.60,0.051200758,5.07,7.25,"produce median"
sa,SAR,mustard-greens,leafy-greens,"200 g",38.00,53.20,0.051200758,1.95,2.75,"produce median"
sa,SAR,watercress,leafy-greens,"100 g",169.00,236.60,0.051200758,8.65,12.25,"produce median"
sa,SAR,sorrel,leafy-greens,"100 g",100.00,140.00,0.051200758,5.12,7.25,"produce median"
sa,SAR,endive,leafy-greens,"250 g",55.00,77.00,0.051200758,2.82,4.00,"produce median"
sa,SAR,radicchio,leafy-greens,"200–300 g",80.00,112.00,0.051200758,4.10,5.75,"produce median"
sa,SAR,amaranth-greens,leafy-greens,"1 bunch · 125–150 g",75.00,105.00,0.051200758,3.84,5.50,"produce median"
sa,SAR,fenugreek-greens,leafy-greens,"1 bunch · 150–200 g",75.00,105.00,0.051200758,3.84,5.50,"produce median"
sa,SAR,napa-cabbage,leafy-greens,"250 g",110.00,154.00,0.051200758,5.63,8.00,"produce median"
sa,SAR,sweet-basil,herbs,"100 g",100.00,140.00,0.20246479,20.25,28.50,"own median of 1"
sa,SAR,thai-basil,herbs,"100 g",149.00,208.60,0.12391989,18.46,26.00,"herb median"
sa,SAR,holy-basil,herbs,"250 g",150.00,210.00,0.12391989,18.59,26.25,"herb median"
sa,SAR,mint,herbs,"1 bunch · 125–150 g",40.00,56.00,0.061959947,2.48,3.50,"own median of 1, limited"
sa,SAR,coriander,herbs,"1 bunch · 150–200 g",75.00,105.00,0.178675,13.40,19.00,"own median of 2"
sa,SAR,flat-leaf-parsley,herbs,"100 g",85.00,119.00,0.12391989,10.53,14.75,"herb median"
sa,SAR,curly-parsley,herbs,"50 g",55.00,77.00,0.12391989,6.82,9.75,"herb median"
sa,SAR,dill,herbs,"1 bunch · 125–150 g",75.00,105.00,0.12391989,9.29,13.25,"herb median"
sa,SAR,chives,herbs,"100 g",149.00,208.60,0.12391989,18.46,26.00,"herb median"
sa,SAR,garlic-chives,herbs,"100 g",100.00,140.00,0.12391989,12.39,17.50,"herb median"
sa,SAR,oregano,herbs,"100 g",150.00,210.00,0.12391989,18.59,26.25,"herb median"
sa,SAR,thyme,herbs,"100 g",120.00,168.00,0.12391989,14.87,21.00,"herb median"
sa,SAR,rosemary,herbs,"100 g",120.00,168.00,0.12391989,14.87,21.00,"herb median"
sa,SAR,sage,herbs,"100 g",150.00,210.00,0.12391989,18.59,26.25,"herb median"
sa,SAR,lemon-balm,herbs,"100 g",100.00,140.00,0.12391989,12.39,17.50,"herb median"
sa,SAR,shiso,herbs,"100 g",85.00,119.00,0.12391989,10.53,14.75,"herb median"
sa,SAR,chervil,herbs,"100 g",100.00,140.00,0.12391989,12.39,17.50,"herb median"
sa,SAR,tarragon,herbs,"100 g",100.00,140.00,0.12391989,12.39,17.50,"herb median"
sa,SAR,marjoram,herbs,"100 g",40.00,56.00,0.12391989,4.96,7.00,"herb median"
sa,SAR,lemongrass,herbs,"100 g",30.00,42.00,0.12391989,3.72,5.25,"herb median"
sa,SAR,broccoli-microgreens,microgreens,"25 g",160.00,224.00,0.051200758,8.19,11.50,"produce median"
sa,SAR,radish-microgreens,microgreens,"50 g",200.00,280.00,0.051200758,10.24,14.50,"produce median"
sa,SAR,pea-shoots,microgreens,"50 g",200.00,280.00,0.051200758,10.24,14.50,"produce median"
sa,SAR,sunflower-shoots,microgreens,"50 g",79.00,110.60,0.051200758,4.04,5.75,"produce median"
sa,SAR,mustard-microgreens,microgreens,"50 g",200.00,280.00,0.051200758,10.24,14.50,"produce median"
sa,SAR,red-cabbage-microgreens,microgreens,"50 g",179.00,250.60,0.051200758,9.16,13.00,"produce median"
sa,SAR,kale-microgreens,microgreens,"50 g",179.00,250.60,0.051200758,9.16,13.00,"produce median"
sa,SAR,arugula-microgreens,microgreens,"25 g",170.00,238.00,0.051200758,8.70,12.25,"produce median"
sa,SAR,beet-microgreens,microgreens,"50 g",149.00,208.60,0.051200758,7.63,10.75,"produce median"
sa,SAR,amaranth-microgreens,microgreens,"50 g",250.00,350.00,0.051200758,12.80,18.00,"produce median"
sa,SAR,basil-microgreens,microgreens,"25 g",160.00,224.00,0.051200758,8.19,11.50,"produce median"
sa,SAR,coriander-microgreens,microgreens,"50 g",149.00,208.60,0.051200758,7.63,10.75,"produce median"
sa,SAR,fenugreek-microgreens,microgreens,"50 g",149.00,208.60,0.051200758,7.63,10.75,"produce median"
sa,SAR,wheatgrass,microgreens,"250 g",300.00,420.00,0.051200758,15.36,21.75,"produce median"
sa,SAR,kohlrabi-microgreens,microgreens,"50 g",179.00,250.60,0.051200758,9.16,13.00,"produce median"
sa,SAR,garden-cress-microgreens,microgreens,"50 g",179.00,250.60,0.051200758,9.16,13.00,"produce median"
sa,SAR,cherry-tomatoes,fruiting-crops,"250 g",110.00,154.00,0.074007576,8.14,11.50,"own median of 2"
sa,SAR,beefsteak-tomatoes,fruiting-crops,"250 g",220.00,308.00,0.051200758,11.26,16.00,"produce median"
sa,SAR,plum-tomatoes,fruiting-crops,"250 g",220.00,308.00,0.051200758,11.26,16.00,"produce median"
sa,SAR,cucumber,fruiting-crops,"500 g",60.00,84.00,0.049916667,3.00,4.25,"own median of 1"
sa,SAR,bell-peppers,fruiting-crops,"3 peppers · mixed colours",250.00,350.00,0.025600379,6.40,9.00,"own median of 1, limited"
sa,SAR,green-chillies,fruiting-crops,"100 g",25.00,35.00,0.051200758,1.28,2.00,"produce median"
sa,SAR,jalapeno-peppers,fruiting-crops,"200 g",65.00,91.00,0.051200758,3.33,4.75,"produce median"
sa,SAR,strawberries,fruiting-crops,"250 g",250.00,350.00,0.051200758,12.80,18.00,"produce median"
sa,SAR,eggplant,fruiting-crops,"250 g",40.00,56.00,0.051200758,2.05,3.00,"produce median"
sa,SAR,zucchini,fruiting-crops,"150–200 g",57.00,79.80,0.030671053,1.75,2.50,"own median of 1"
sa,SAR,muskmelon,fruiting-crops,"1 melon",190.00,266.00,0.051200758,9.73,13.75,"produce median"
sa,SAR,green-beans,fruiting-crops,"250 g",76.00,106.40,0.051200758,3.89,5.50,"produce median"
sa,SAR,spring-onions,roots-and-stems,"1 bunch · 225–250 g",100.00,140.00,0.051200758,5.12,7.25,"produce median"
sa,SAR,celery,roots-and-stems,"250 g",149.00,208.60,0.051200758,7.63,10.75,"produce median"
sa,SAR,radish,roots-and-stems,"1 bunch · 450–500 g",100.00,140.00,0.051200758,5.12,7.25,"produce median"
sa,SAR,beetroot,roots-and-stems,"250 g",45.00,63.00,0.033333333,1.50,2.25,"own median of 1"
sa,SAR,carrot,roots-and-stems,"250 g",50.00,70.00,0.03975,1.99,3.00,"own median of 1"
sa,SAR,ginger,roots-and-stems,"250 g",85.00,119.00,0.051200758,4.35,6.25,"produce median"
sa,SAR,turmeric,roots-and-stems,"250 g",65.00,91.00,0.051200758,3.33,4.75,"produce median"
sa,SAR,potato,roots-and-stems,"1 kg",80.00,112.00,0.074875,5.99,8.50,"own median of 1"
sa,SAR,nasturtium-flowers,edible-flowers,"15–20 flowers",350.00,490.00,0.051200758,17.92,25.25,"produce median"
sa,SAR,viola-flowers,edible-flowers,"40 g",250.00,350.00,0.051200758,12.80,18.00,"produce median"
sa,SAR,pansy-flowers,edible-flowers,"40 g",250.00,350.00,0.051200758,12.80,18.00,"produce median"
sa,SAR,calendula-petals,edible-flowers,"40 g",250.00,350.00,0.051200758,12.80,18.00,"produce median"
sa,SAR,borage-flowers,edible-flowers,"40 g",250.00,350.00,0.051200758,12.80,18.00,"produce median"
sa,SAR,radish-microgreens-live-tray,microgreens,"1 live tray",130.00,182.00,0.051200758,6.66,9.50,"produce median"
sa,SAR,pea-microgreens-live-tray,microgreens,"1 live tray",130.00,182.00,0.051200758,6.66,9.50,"produce median"
sa,SAR,sunflower-microgreens-live-tray,microgreens,"1 live tray",130.00,182.00,0.051200758,6.66,9.50,"produce median"
sa,SAR,broccoli-microgreens-live-tray,microgreens,"1 live tray",130.00,182.00,0.051200758,6.66,9.50,"produce median"
sa,SAR,fenugreek-microgreens-live-tray,microgreens,"1 live tray",130.00,182.00,0.051200758,6.66,9.50,"produce median"
sa,SAR,red-amaranth-microgreens-live-tray,microgreens,"1 live tray",130.00,182.00,0.051200758,6.66,9.50,"produce median"
qa,QAR,butterhead-lettuce,leafy-greens,"1 head · 120–250 g",75.00,105.00,0.048958333,3.67,5.25,"produce median"
qa,QAR,romaine-lettuce,leafy-greens,"1 head · 120–250 g",75.00,105.00,0.048958333,3.67,5.25,"produce median"
qa,QAR,green-oakleaf-lettuce,leafy-greens,"75 g",80.00,112.00,0.048958333,3.92,5.50,"produce median"
qa,QAR,red-oakleaf-lettuce,leafy-greens,"250 g",210.00,294.00,0.048958333,10.28,14.50,"produce median"
qa,QAR,lollo-rosso-lettuce,leafy-greens,"250 g",100.00,140.00,0.048958333,4.90,7.00,"produce median"
qa,QAR,lollo-bionda-lettuce,leafy-greens,"200 g",50.00,70.00,0.048958333,2.45,3.50,"produce median"
qa,QAR,iceberg-lettuce,leafy-greens,"200–300 g",200.00,280.00,0.048958333,9.79,13.75,"produce median"
qa,QAR,arugula,leafy-greens,"100 g",99.00,138.60,0.081565657,8.08,11.50,"own median of 2"
qa,QAR,spinach,leafy-greens,"250 g",75.00,105.00,0.097916667,7.34,10.50,"own median of 2, limited"
qa,QAR,baby-kale,leafy-greens,"250 g",437.00,611.80,0.048958333,21.39,30.00,"produce median"
qa,QAR,curly-kale,leafy-greens,"100 g",99.00,138.60,0.097916667,9.69,13.75,"own median of 1, limited"
qa,QAR,lacinato-kale,leafy-greens,"100 g",99.00,138.60,0.048958333,4.85,7.00,"produce median"
qa,QAR,swiss-chard,leafy-greens,"100 g",99.00,138.60,0.048958333,4.85,7.00,"produce median"
qa,QAR,bok-choy,leafy-greens,"250 g",149.00,208.60,0.048958333,7.29,10.25,"produce median"
qa,QAR,tatsoi,leafy-greens,"250 g",149.00,208.60,0.048958333,7.29,10.25,"produce median"
qa,QAR,mizuna,leafy-greens,"100 g",99.00,138.60,0.048958333,4.85,7.00,"produce median"
qa,QAR,mustard-greens,leafy-greens,"200 g",38.00,53.20,0.048958333,1.86,2.75,"produce median"
qa,QAR,watercress,leafy-greens,"100 g",169.00,236.60,0.048958333,8.27,11.75,"produce median"
qa,QAR,sorrel,leafy-greens,"100 g",100.00,140.00,0.048958333,4.90,7.00,"produce median"
qa,QAR,endive,leafy-greens,"250 g",55.00,77.00,0.048958333,2.69,4.00,"produce median"
qa,QAR,radicchio,leafy-greens,"200–300 g",80.00,112.00,0.048958333,3.92,5.50,"produce median"
qa,QAR,amaranth-greens,leafy-greens,"1 bunch · 125–150 g",75.00,105.00,0.048958333,3.67,5.25,"produce median"
qa,QAR,fenugreek-greens,leafy-greens,"1 bunch · 150–200 g",75.00,105.00,0.048958333,3.67,5.25,"produce median"
qa,QAR,napa-cabbage,leafy-greens,"250 g",110.00,154.00,0.048958333,5.39,7.75,"produce median"
qa,QAR,sweet-basil,herbs,"100 g",100.00,140.00,0.22,22.00,31.00,"own median of 1"
qa,QAR,thai-basil,herbs,"100 g",149.00,208.60,0.14,20.86,29.25,"herb median"
qa,QAR,holy-basil,herbs,"250 g",150.00,210.00,0.14,21.00,29.50,"herb median"
qa,QAR,mint,herbs,"1 bunch · 125–150 g",40.00,56.00,0.10742188,4.30,6.25,"own median of 2"
qa,QAR,coriander,herbs,"1 bunch · 150–200 g",75.00,105.00,0.086333333,6.47,9.25,"own median of 2"
qa,QAR,flat-leaf-parsley,herbs,"100 g",85.00,119.00,0.13823529,11.75,16.50,"own median of 2"
qa,QAR,curly-parsley,herbs,"50 g",55.00,77.00,0.14,7.70,11.00,"herb median"
qa,QAR,dill,herbs,"1 bunch · 125–150 g",75.00,105.00,0.14,10.50,14.75,"herb median"
qa,QAR,chives,herbs,"100 g",149.00,208.60,0.14,20.86,29.25,"herb median"
qa,QAR,garlic-chives,herbs,"100 g",100.00,140.00,0.14,14.00,19.75,"herb median"
qa,QAR,oregano,herbs,"100 g",150.00,210.00,0.14,21.00,29.50,"herb median"
qa,QAR,thyme,herbs,"100 g",120.00,168.00,0.14,16.80,23.75,"herb median"
qa,QAR,rosemary,herbs,"100 g",120.00,168.00,0.14,16.80,23.75,"herb median"
qa,QAR,sage,herbs,"100 g",150.00,210.00,0.14,21.00,29.50,"herb median"
qa,QAR,lemon-balm,herbs,"100 g",100.00,140.00,0.14,14.00,19.75,"herb median"
qa,QAR,shiso,herbs,"100 g",85.00,119.00,0.14,11.90,16.75,"herb median"
qa,QAR,chervil,herbs,"100 g",100.00,140.00,0.14,14.00,19.75,"herb median"
qa,QAR,tarragon,herbs,"100 g",100.00,140.00,0.14,14.00,19.75,"herb median"
qa,QAR,marjoram,herbs,"100 g",40.00,56.00,0.14,5.60,8.00,"herb median"
qa,QAR,lemongrass,herbs,"100 g",30.00,42.00,0.14,4.20,6.00,"herb median"
qa,QAR,broccoli-microgreens,microgreens,"25 g",160.00,224.00,0.048958333,7.83,11.00,"produce median"
qa,QAR,radish-microgreens,microgreens,"50 g",200.00,280.00,0.048958333,9.79,13.75,"produce median"
qa,QAR,pea-shoots,microgreens,"50 g",200.00,280.00,0.048958333,9.79,13.75,"produce median"
qa,QAR,sunflower-shoots,microgreens,"50 g",79.00,110.60,0.048958333,3.87,5.50,"produce median"
qa,QAR,mustard-microgreens,microgreens,"50 g",200.00,280.00,0.048958333,9.79,13.75,"produce median"
qa,QAR,red-cabbage-microgreens,microgreens,"50 g",179.00,250.60,0.048958333,8.76,12.50,"produce median"
qa,QAR,kale-microgreens,microgreens,"50 g",179.00,250.60,0.048958333,8.76,12.50,"produce median"
qa,QAR,arugula-microgreens,microgreens,"25 g",170.00,238.00,0.048958333,8.32,11.75,"produce median"
qa,QAR,beet-microgreens,microgreens,"50 g",149.00,208.60,0.048958333,7.29,10.25,"produce median"
qa,QAR,amaranth-microgreens,microgreens,"50 g",250.00,350.00,0.048958333,12.24,17.25,"produce median"
qa,QAR,basil-microgreens,microgreens,"25 g",160.00,224.00,0.048958333,7.83,11.00,"produce median"
qa,QAR,coriander-microgreens,microgreens,"50 g",149.00,208.60,0.048958333,7.29,10.25,"produce median"
qa,QAR,fenugreek-microgreens,microgreens,"50 g",149.00,208.60,0.048958333,7.29,10.25,"produce median"
qa,QAR,wheatgrass,microgreens,"250 g",300.00,420.00,0.048958333,14.69,20.75,"produce median"
qa,QAR,kohlrabi-microgreens,microgreens,"50 g",179.00,250.60,0.048958333,8.76,12.50,"produce median"
qa,QAR,garden-cress-microgreens,microgreens,"50 g",179.00,250.60,0.048958333,8.76,12.50,"produce median"
qa,QAR,cherry-tomatoes,fruiting-crops,"250 g",110.00,154.00,0.097916667,10.77,15.25,"own median of 1, limited"
qa,QAR,beefsteak-tomatoes,fruiting-crops,"250 g",220.00,308.00,0.048958333,10.77,15.25,"produce median"
qa,QAR,plum-tomatoes,fruiting-crops,"250 g",220.00,308.00,0.048958333,10.77,15.25,"produce median"
qa,QAR,cucumber,fruiting-crops,"500 g",60.00,84.00,0.05625,3.38,4.75,"own median of 2"
qa,QAR,bell-peppers,fruiting-crops,"3 peppers · mixed colours",250.00,350.00,0.024479167,6.12,8.75,"own median of 2, limited"
qa,QAR,green-chillies,fruiting-crops,"100 g",25.00,35.00,0.048958333,1.22,1.75,"produce median"
qa,QAR,jalapeno-peppers,fruiting-crops,"200 g",65.00,91.00,0.048958333,3.18,4.50,"produce median"
qa,QAR,strawberries,fruiting-crops,"250 g",250.00,350.00,0.094875,23.72,33.25,"own median of 2"
qa,QAR,eggplant,fruiting-crops,"250 g",40.00,56.00,0.048958333,1.96,2.75,"produce median"
qa,QAR,zucchini,fruiting-crops,"150–200 g",57.00,79.80,0.026894737,1.53,2.25,"own median of 1"
qa,QAR,muskmelon,fruiting-crops,"1 melon",190.00,266.00,0.048958333,9.30,13.25,"produce median"
qa,QAR,green-beans,fruiting-crops,"250 g",76.00,106.40,0.048958333,3.72,5.25,"produce median"
qa,QAR,spring-onions,roots-and-stems,"1 bunch · 225–250 g",100.00,140.00,0.048958333,4.90,7.00,"produce median"
qa,QAR,celery,roots-and-stems,"250 g",149.00,208.60,0.048958333,7.29,10.25,"produce median"
qa,QAR,radish,roots-and-stems,"1 bunch · 450–500 g",100.00,140.00,0.048958333,4.90,7.00,"produce median"
qa,QAR,beetroot,roots-and-stems,"250 g",45.00,63.00,0.038888889,1.75,2.50,"own median of 1"
qa,QAR,carrot,roots-and-stems,"250 g",50.00,70.00,0.03375,1.69,2.50,"own median of 2"
qa,QAR,ginger,roots-and-stems,"250 g",85.00,119.00,0.048958333,4.16,6.00,"produce median"
qa,QAR,turmeric,roots-and-stems,"250 g",65.00,91.00,0.048958333,3.18,4.50,"produce median"
qa,QAR,potato,roots-and-stems,"1 kg",80.00,112.00,0.040625,3.25,4.75,"own median of 2"
qa,QAR,nasturtium-flowers,edible-flowers,"15–20 flowers",350.00,490.00,0.048958333,17.14,24.00,"produce median"
qa,QAR,viola-flowers,edible-flowers,"40 g",250.00,350.00,0.048958333,12.24,17.25,"produce median"
qa,QAR,pansy-flowers,edible-flowers,"40 g",250.00,350.00,0.048958333,12.24,17.25,"produce median"
qa,QAR,calendula-petals,edible-flowers,"40 g",250.00,350.00,0.048958333,12.24,17.25,"produce median"
qa,QAR,borage-flowers,edible-flowers,"40 g",250.00,350.00,0.048958333,12.24,17.25,"produce median"
qa,QAR,radish-microgreens-live-tray,microgreens,"1 live tray",130.00,182.00,0.048958333,6.36,9.00,"produce median"
qa,QAR,pea-microgreens-live-tray,microgreens,"1 live tray",130.00,182.00,0.048958333,6.36,9.00,"produce median"
qa,QAR,sunflower-microgreens-live-tray,microgreens,"1 live tray",130.00,182.00,0.048958333,6.36,9.00,"produce median"
qa,QAR,broccoli-microgreens-live-tray,microgreens,"1 live tray",130.00,182.00,0.048958333,6.36,9.00,"produce median"
qa,QAR,fenugreek-microgreens-live-tray,microgreens,"1 live tray",130.00,182.00,0.048958333,6.36,9.00,"produce median"
qa,QAR,red-amaranth-microgreens-live-tray,microgreens,"1 live tray",130.00,182.00,0.048958333,6.36,9.00,"produce median"
kw,KWD,butterhead-lettuce,leafy-greens,"1 head · 120–250 g",75.00,105.00,0.05675,0.426,0.600,"produce median"
kw,KWD,romaine-lettuce,leafy-greens,"1 head · 120–250 g",75.00,105.00,0.05675,0.426,0.600,"produce median"
kw,KWD,green-oakleaf-lettuce,leafy-greens,"75 g",80.00,112.00,0.05675,0.454,0.650,"produce median"
kw,KWD,red-oakleaf-lettuce,leafy-greens,"250 g",210.00,294.00,0.05675,1.192,1.700,"produce median"
kw,KWD,lollo-rosso-lettuce,leafy-greens,"250 g",100.00,140.00,0.05675,0.568,0.800,"produce median"
kw,KWD,lollo-bionda-lettuce,leafy-greens,"200 g",50.00,70.00,0.05675,0.284,0.400,"produce median"
kw,KWD,iceberg-lettuce,leafy-greens,"200–300 g",200.00,280.00,0.05675,1.135,1.600,"produce median"
kw,KWD,arugula,leafy-greens,"100 g",99.00,138.60,0.079646465,0.789,1.150,"own median of 2"
kw,KWD,spinach,leafy-greens,"250 g",75.00,105.00,0.05675,0.426,0.600,"produce median"
kw,KWD,baby-kale,leafy-greens,"250 g",437.00,611.80,0.05675,2.480,3.500,"produce median"
kw,KWD,curly-kale,leafy-greens,"100 g",99.00,138.60,0.05675,0.562,0.800,"produce median"
kw,KWD,lacinato-kale,leafy-greens,"100 g",99.00,138.60,0.05675,0.562,0.800,"produce median"
kw,KWD,swiss-chard,leafy-greens,"100 g",99.00,138.60,0.05675,0.562,0.800,"produce median"
kw,KWD,bok-choy,leafy-greens,"250 g",149.00,208.60,0.05675,0.846,1.200,"produce median"
kw,KWD,tatsoi,leafy-greens,"250 g",149.00,208.60,0.05675,0.846,1.200,"produce median"
kw,KWD,mizuna,leafy-greens,"100 g",99.00,138.60,0.05675,0.562,0.800,"produce median"
kw,KWD,mustard-greens,leafy-greens,"200 g",38.00,53.20,0.05675,0.216,0.350,"produce median"
kw,KWD,watercress,leafy-greens,"100 g",169.00,236.60,0.05675,0.959,1.350,"produce median"
kw,KWD,sorrel,leafy-greens,"100 g",100.00,140.00,0.05675,0.568,0.800,"produce median"
kw,KWD,endive,leafy-greens,"250 g",55.00,77.00,0.05675,0.312,0.450,"produce median"
kw,KWD,radicchio,leafy-greens,"200–300 g",80.00,112.00,0.05675,0.454,0.650,"produce median"
kw,KWD,amaranth-greens,leafy-greens,"1 bunch · 125–150 g",75.00,105.00,0.05675,0.426,0.600,"produce median"
kw,KWD,fenugreek-greens,leafy-greens,"1 bunch · 150–200 g",75.00,105.00,0.05675,0.426,0.600,"produce median"
kw,KWD,napa-cabbage,leafy-greens,"250 g",110.00,154.00,0.05675,0.624,0.900,"produce median"
kw,KWD,sweet-basil,herbs,"100 g",100.00,140.00,0.13491667,1.349,1.900,"own median of 2"
kw,KWD,thai-basil,herbs,"100 g",149.00,208.60,0.0945,1.408,2.000,"herb median"
