market,currency,slug,category,packLabel,indiaRetailInr,indiaFloruviInr,rate,localRetailEstimate,floruviPrice,basis
kw,KWD,holy-basil,herbs,"250 g",150.00,210.00,0.0945,1.417,2.000,"herb median"
kw,KWD,mint,herbs,"1 bunch · 125–150 g",40.00,56.00,0.1203125,0.481,0.700,"own median of 1"
kw,KWD,coriander,herbs,"1 bunch · 150–200 g",75.00,105.00,0.0945,0.709,1.000,"own median of 1"
kw,KWD,flat-leaf-parsley,herbs,"100 g",85.00,119.00,0.04725,0.402,0.600,"own median of 1, limited"
kw,KWD,curly-parsley,herbs,"50 g",55.00,77.00,0.0945,0.520,0.750,"herb median"
kw,KWD,dill,herbs,"1 bunch · 125–150 g",75.00,105.00,0.0945,0.709,1.000,"herb median"
kw,KWD,chives,herbs,"100 g",149.00,208.60,0.0945,1.408,2.000,"herb median"
kw,KWD,garlic-chives,herbs,"100 g",100.00,140.00,0.0945,0.945,1.350,"herb median"
kw,KWD,oregano,herbs,"100 g",150.00,210.00,0.0945,1.417,2.000,"herb median"
kw,KWD,thyme,herbs,"100 g",120.00,168.00,0.0945,1.134,1.600,"herb median"
kw,KWD,rosemary,herbs,"100 g",120.00,168.00,0.0945,1.134,1.600,"herb median"
kw,KWD,sage,herbs,"100 g",150.00,210.00,0.0945,1.417,2.000,"herb median"
kw,KWD,lemon-balm,herbs,"100 g",100.00,140.00,0.0945,0.945,1.350,"herb median"
kw,KWD,shiso,herbs,"100 g",85.00,119.00,0.0945,0.803,1.150,"herb median"
kw,KWD,chervil,herbs,"100 g",100.00,140.00,0.0945,0.945,1.350,"herb median"
kw,KWD,tarragon,herbs,"100 g",100.00,140.00,0.0945,0.945,1.350,"herb median"
kw,KWD,marjoram,herbs,"100 g",40.00,56.00,0.0945,0.378,0.550,"herb median"
kw,KWD,lemongrass,herbs,"100 g",30.00,42.00,0.0945,0.283,0.400,"herb median"
kw,KWD,broccoli-microgreens,microgreens,"25 g",160.00,224.00,0.05675,0.908,1.300,"produce median"
kw,KWD,radish-microgreens,microgreens,"50 g",200.00,280.00,0.05675,1.135,1.600,"produce median"
kw,KWD,pea-shoots,microgreens,"50 g",200.00,280.00,0.05675,1.135,1.600,"produce median"
kw,KWD,sunflower-shoots,microgreens,"50 g",79.00,110.60,0.05675,0.448,0.650,"produce median"
kw,KWD,mustard-microgreens,microgreens,"50 g",200.00,280.00,0.05675,1.135,1.600,"produce median"
kw,KWD,red-cabbage-microgreens,microgreens,"50 g",179.00,250.60,0.05675,1.016,1.450,"produce median"
kw,KWD,kale-microgreens,microgreens,"50 g",179.00,250.60,0.05675,1.016,1.450,"produce median"
kw,KWD,arugula-microgreens,microgreens,"25 g",170.00,238.00,0.05675,0.965,1.400,"produce median"
kw,KWD,beet-microgreens,microgreens,"50 g",149.00,208.60,0.05675,0.846,1.200,"produce median"
kw,KWD,amaranth-microgreens,microgreens,"50 g",250.00,350.00,0.05675,1.419,2.000,"produce median"
kw,KWD,basil-microgreens,microgreens,"25 g",160.00,224.00,0.05675,0.908,1.300,"produce median"
kw,KWD,coriander-microgreens,microgreens,"50 g",149.00,208.60,0.05675,0.846,1.200,"produce median"
kw,KWD,fenugreek-microgreens,microgreens,"50 g",149.00,208.60,0.05675,0.846,1.200,"produce median"
kw,KWD,wheatgrass,microgreens,"250 g",300.00,420.00,0.05675,1.702,2.400,"produce median"
kw,KWD,kohlrabi-microgreens,microgreens,"50 g",179.00,250.60,0.05675,1.016,1.450,"produce median"
kw,KWD,garden-cress-microgreens,microgreens,"50 g",179.00,250.60,0.05675,1.016,1.450,"produce median"
kw,KWD,cherry-tomatoes,fruiting-crops,"250 g",110.00,154.00,0.072697757,0.800,1.150,"own median of 2"
kw,KWD,beefsteak-tomatoes,fruiting-crops,"250 g",220.00,308.00,0.05675,1.248,1.750,"produce median"
kw,KWD,plum-tomatoes,fruiting-crops,"250 g",220.00,308.00,0.05675,1.248,1.750,"produce median"
kw,KWD,cucumber,fruiting-crops,"500 g",60.00,84.00,0.02875,0.172,0.250,"own median of 1"
kw,KWD,bell-peppers,fruiting-crops,"3 peppers · mixed colours",250.00,350.00,0.03132,0.783,1.100,"own median of 1"
kw,KWD,green-chillies,fruiting-crops,"100 g",25.00,35.00,0.05675,0.142,0.200,"produce median"
kw,KWD,jalapeno-peppers,fruiting-crops,"200 g",65.00,91.00,0.05675,0.369,0.550,"produce median"
kw,KWD,strawberries,fruiting-crops,"250 g",250.00,350.00,0.0854,2.135,3.000,"own median of 1"
kw,KWD,eggplant,fruiting-crops,"250 g",40.00,56.00,0.05675,0.227,0.350,"produce median"
kw,KWD,zucchini,fruiting-crops,"150–200 g",57.00,79.80,0.045899123,0.262,0.400,"own median of 1"
kw,KWD,muskmelon,fruiting-crops,"1 melon",190.00,266.00,0.05675,1.078,1.550,"produce median"
kw,KWD,green-beans,fruiting-crops,"250 g",76.00,106.40,0.05675,0.431,0.650,"produce median"
kw,KWD,spring-onions,roots-and-stems,"1 bunch · 225–250 g",100.00,140.00,0.05675,0.568,0.800,"produce median"
kw,KWD,celery,roots-and-stems,"250 g",149.00,208.60,0.05675,0.846,1.200,"produce median"
kw,KWD,radish,roots-and-stems,"1 bunch · 450–500 g",100.00,140.00,0.05675,0.568,0.800,"produce median"
kw,KWD,beetroot,roots-and-stems,"250 g",45.00,63.00,0.05675,0.255,0.400,"produce median"
kw,KWD,carrot,roots-and-stems,"250 g",50.00,70.00,0.05475,0.274,0.400,"own median of 1"
kw,KWD,ginger,roots-and-stems,"250 g",85.00,119.00,0.05675,0.482,0.700,"produce median"
kw,KWD,turmeric,roots-and-stems,"250 g",65.00,91.00,0.05675,0.369,0.550,"produce median"
kw,KWD,potato,roots-and-stems,"1 kg",80.00,112.00,0.05875,0.470,0.700,"own median of 1"
kw,KWD,nasturtium-flowers,edible-flowers,"15–20 flowers",350.00,490.00,0.05675,1.986,2.800,"produce median"
kw,KWD,viola-flowers,edible-flowers,"40 g",250.00,350.00,0.05675,1.419,2.000,"produce median"
kw,KWD,pansy-flowers,edible-flowers,"40 g",250.00,350.00,0.05675,1.419,2.000,"produce median"
kw,KWD,calendula-petals,edible-flowers,"40 g",250.00,350.00,0.05675,1.419,2.000,"produce median"
kw,KWD,borage-flowers,edible-flowers,"40 g",250.00,350.00,0.05675,1.419,2.000,"produce median"
kw,KWD,radish-microgreens-live-tray,microgreens,"1 live tray",130.00,182.00,0.05675,0.738,1.050,"produce median"
kw,KWD,pea-microgreens-live-tray,microgreens,"1 live tray",130.00,182.00,0.05675,0.738,1.050,"produce median"
kw,KWD,sunflower-microgreens-live-tray,microgreens,"1 live tray",130.00,182.00,0.05675,0.738,1.050,"produce median"
kw,KWD,broccoli-microgreens-live-tray,microgreens,"1 live tray",130.00,182.00,0.05675,0.738,1.050,"produce median"
kw,KWD,fenugreek-microgreens-live-tray,microgreens,"1 live tray",130.00,182.00,0.05675,0.738,1.050,"produce median"
kw,KWD,red-amaranth-microgreens-live-tray,microgreens,"1 live tray",130.00,182.00,0.05675,0.738,1.050,"produce median"
om,OMR,butterhead-lettuce,leafy-greens,"1 head · 120–250 g",75.00,105.00,0.060416667,0.453,0.650,"produce median"
om,OMR,romaine-lettuce,leafy-greens,"1 head · 120–250 g",75.00,105.00,0.060416667,0.453,0.650,"produce median"
om,OMR,green-oakleaf-lettuce,leafy-greens,"75 g",80.00,112.00,0.060416667,0.483,0.700,"produce median"
om,OMR,red-oakleaf-lettuce,leafy-greens,"250 g",210.00,294.00,0.060416667,1.269,1.800,"produce median"
om,OMR,lollo-rosso-lettuce,leafy-greens,"250 g",100.00,140.00,0.060416667,0.604,0.850,"produce median"
om,OMR,lollo-bionda-lettuce,leafy-greens,"200 g",50.00,70.00,0.060416667,0.302,0.450,"produce median"
om,OMR,iceberg-lettuce,leafy-greens,"200–300 g",200.00,280.00,0.060416667,1.208,1.700,"produce median"
om,OMR,arugula,leafy-greens,"100 g",99.00,138.60,0.060416667,0.598,0.850,"produce median"
om,OMR,spinach,leafy-greens,"250 g",75.00,105.00,0.12083333,0.906,1.300,"own median of 1, limited"
om,OMR,baby-kale,leafy-greens,"250 g",437.00,611.80,0.060416667,2.640,3.700,"produce median"
om,OMR,curly-kale,leafy-greens,"100 g",99.00,138.60,0.060416667,0.598,0.850,"produce median"
om,OMR,lacinato-kale,leafy-greens,"100 g",99.00,138.60,0.060416667,0.598,0.850,"produce median"
om,OMR,swiss-chard,leafy-greens,"100 g",99.00,138.60,0.060416667,0.598,0.850,"produce median"
om,OMR,bok-choy,leafy-greens,"250 g",149.00,208.60,0.060416667,0.900,1.300,"produce median"
om,OMR,tatsoi,leafy-greens,"250 g",149.00,208.60,0.060416667,0.900,1.300,"produce median"
om,OMR,mizuna,leafy-greens,"100 g",99.00,138.60,0.060416667,0.598,0.850,"produce median"
om,OMR,mustard-greens,leafy-greens,"200 g",38.00,53.20,0.060416667,0.230,0.350,"produce median"
om,OMR,watercress,leafy-greens,"100 g",169.00,236.60,0.060416667,1.021,1.450,"produce median"
om,OMR,sorrel,leafy-greens,"100 g",100.00,140.00,0.060416667,0.604,0.850,"produce median"
om,OMR,endive,leafy-greens,"250 g",55.00,77.00,0.060416667,0.332,0.500,"produce median"
om,OMR,radicchio,leafy-greens,"200–300 g",80.00,112.00,0.060416667,0.483,0.700,"produce median"
om,OMR,amaranth-greens,leafy-greens,"1 bunch · 125–150 g",75.00,105.00,0.060416667,0.453,0.650,"produce median"
om,OMR,fenugreek-greens,leafy-greens,"1 bunch · 150–200 g",75.00,105.00,0.060416667,0.453,0.650,"produce median"
om,OMR,napa-cabbage,leafy-greens,"250 g",110.00,154.00,0.060416667,0.665,0.950,"produce median"
om,OMR,sweet-basil,herbs,"100 g",100.00,140.00,0.12083333,1.208,1.700,"own median of 1, limited"
om,OMR,thai-basil,herbs,"100 g",149.00,208.60,0.060416667,0.900,1.300,"produce median"
om,OMR,holy-basil,herbs,"250 g",150.00,210.00,0.060416667,0.906,1.300,"produce median"
om,OMR,mint,herbs,"1 bunch · 125–150 g",40.00,56.00,0.060416667,0.242,0.350,"produce median"
om,OMR,coriander,herbs,"1 bunch · 150–200 g",75.00,105.00,0.060416667,0.453,0.650,"produce median"
om,OMR,flat-leaf-parsley,herbs,"100 g",85.00,119.00,0.030208333,0.257,0.400,"own median of 1, limited"
om,OMR,curly-parsley,herbs,"50 g",55.00,77.00,0.060416667,0.332,0.500,"produce median"
om,OMR,dill,herbs,"1 bunch · 125–150 g",75.00,105.00,0.060416667,0.453,0.650,"produce median"
om,OMR,chives,herbs,"100 g",149.00,208.60,0.060416667,0.900,1.300,"produce median"
om,OMR,garlic-chives,herbs,"100 g",100.00,140.00,0.060416667,0.604,0.850,"produce median"
om,OMR,oregano,herbs,"100 g",150.00,210.00,0.060416667,0.906,1.300,"produce median"
om,OMR,thyme,herbs,"100 g",120.00,168.00,0.060416667,0.725,1.050,"produce median"
om,OMR,rosemary,herbs,"100 g",120.00,168.00,0.060416667,0.725,1.050,"produce median"
om,OMR,sage,herbs,"100 g",150.00,210.00,0.060416667,0.906,1.300,"produce median"
om,OMR,lemon-balm,herbs,"100 g",100.00,140.00,0.060416667,0.604,0.850,"produce median"
om,OMR,shiso,herbs,"100 g",85.00,119.00,0.060416667,0.514,0.750,"produce median"
om,OMR,chervil,herbs,"100 g",100.00,140.00,0.060416667,0.604,0.850,"produce median"
om,OMR,tarragon,herbs,"100 g",100.00,140.00,0.060416667,0.604,0.850,"produce median"
om,OMR,marjoram,herbs,"100 g",40.00,56.00,0.060416667,0.242,0.350,"produce median"
om,OMR,lemongrass,herbs,"100 g",30.00,42.00,0.060416667,0.181,0.300,"produce median"
om,OMR,broccoli-microgreens,microgreens,"25 g",160.00,224.00,0.060416667,0.967,1.400,"produce median"
om,OMR,radish-microgreens,microgreens,"50 g",200.00,280.00,0.060416667,1.208,1.700,"produce median"
om,OMR,pea-shoots,microgreens,"50 g",200.00,280.00,0.060416667,1.208,1.700,"produce median"
om,OMR,sunflower-shoots,microgreens,"50 g",79.00,110.60,0.060416667,0.477,0.700,"produce median"
om,OMR,mustard-microgreens,microgreens,"50 g",200.00,280.00,0.060416667,1.208,1.700,"produce median"
om,OMR,red-cabbage-microgreens,microgreens,"50 g",179.00,250.60,0.060416667,1.081,1.550,"produce median"
om,OMR,kale-microgreens,microgreens,"50 g",179.00,250.60,0.060416667,1.081,1.550,"produce median"
om,OMR,arugula-microgreens,microgreens,"25 g",170.00,238.00,0.060416667,1.027,1.450,"produce median"
om,OMR,beet-microgreens,microgreens,"50 g",149.00,208.60,0.060416667,0.900,1.300,"produce median"
om,OMR,amaranth-microgreens,microgreens,"50 g",250.00,350.00,0.060416667,1.510,2.150,"produce median"
om,OMR,basil-microgreens,microgreens,"25 g",160.00,224.00,0.060416667,0.967,1.400,"produce median"
om,OMR,coriander-microgreens,microgreens,"50 g",149.00,208.60,0.060416667,0.900,1.300,"produce median"
om,OMR,fenugreek-microgreens,microgreens,"50 g",149.00,208.60,0.060416667,0.900,1.300,"produce median"
om,OMR,wheatgrass,microgreens,"250 g",300.00,420.00,0.060416667,1.813,2.550,"produce median"
om,OMR,kohlrabi-microgreens,microgreens,"50 g",179.00,250.60,0.060416667,1.081,1.550,"produce median"
om,OMR,garden-cress-microgreens,microgreens,"50 g",179.00,250.60,0.060416667,1.081,1.550,"produce median"
om,OMR,cherry-tomatoes,fruiting-crops,"250 g",110.00,154.00,0.12083333,1.329,1.900,"own median of 1, limited"
om,OMR,beefsteak-tomatoes,fruiting-crops,"250 g",220.00,308.00,0.060416667,1.329,1.900,"produce median"
om,OMR,plum-tomatoes,fruiting-crops,"250 g",220.00,308.00,0.060416667,1.329,1.900,"produce median"
om,OMR,cucumber,fruiting-crops,"500 g",60.00,84.00,0.060416667,0.363,0.550,"own median of 1"
om,OMR,bell-peppers,fruiting-crops,"3 peppers · mixed colours",250.00,350.00,0.030208333,0.755,1.100,"own median of 2, limited"
om,OMR,green-chillies,fruiting-crops,"100 g",25.00,35.00,0.060416667,0.151,0.250,"produce median"
om,OMR,jalapeno-peppers,fruiting-crops,"200 g",65.00,91.00,0.060416667,0.393,0.550,"produce median"
om,OMR,strawberries,fruiting-crops,"250 g",250.00,350.00,0.030208333,0.755,1.100,"own median of 1, limited"
om,OMR,eggplant,fruiting-crops,"250 g",40.00,56.00,0.060416667,0.242,0.350,"produce median"
om,OMR,zucchini,fruiting-crops,"150–200 g",57.00,79.80,0.048815789,0.278,0.400,"own median of 1"
om,OMR,muskmelon,fruiting-crops,"1 melon",190.00,266.00,0.060416667,1.148,1.650,"produce median"
om,OMR,green-beans,fruiting-crops,"250 g",76.00,106.40,0.060416667,0.459,0.650,"produce median"
om,OMR,spring-onions,roots-and-stems,"1 bunch · 225–250 g",100.00,140.00,0.060416667,0.604,0.850,"produce median"
om,OMR,celery,roots-and-stems,"250 g",149.00,208.60,0.060416667,0.900,1.300,"produce median"
om,OMR,radish,roots-and-stems,"1 bunch · 450–500 g",100.00,140.00,0.060416667,0.604,0.850,"produce median"
om,OMR,beetroot,roots-and-stems,"250 g",45.00,63.00,0.060555556,0.273,0.400,"own median of 1"
om,OMR,carrot,roots-and-stems,"250 g",50.00,70.00,0.0445,0.223,0.350,"own median of 1"
om,OMR,ginger,roots-and-stems,"250 g",85.00,119.00,0.060416667,0.514,0.750,"produce median"
om,OMR,turmeric,roots-and-stems,"250 g",65.00,91.00,0.060416667,0.393,0.550,"produce median"
om,OMR,potato,roots-and-stems,"1 kg",80.00,112.00,0.0775,0.620,0.900,"own median of 2"
om,OMR,nasturtium-flowers,edible-flowers,"15–20 flowers",350.00,490.00,0.060416667,2.115,3.000,"produce median"
om,OMR,viola-flowers,edible-flowers,"40 g",250.00,350.00,0.060416667,1.510,2.150,"produce median"
om,OMR,pansy-flowers,edible-flowers,"40 g",250.00,350.00,0.060416667,1.510,2.150,"produce median"
om,OMR,calendula-petals,edible-flowers,"40 g",250.00,350.00,0.060416667,1.510,2.150,"produce median"
om,OMR,borage-flowers,edible-flowers,"40 g",250.00,350.00,0.060416667,1.510,2.150,"produce median"
om,OMR,radish-microgreens-live-tray,microgreens,"1 live tray",130.00,182.00,0.060416667,0.785,1.100,"produce median"
om,OMR,pea-microgreens-live-tray,microgreens,"1 live tray",130.00,182.00,0.060416667,0.785,1.100,"produce median"
om,OMR,sunflower-microgreens-live-tray,microgreens,"1 live tray",130.00,182.00,0.060416667,0.785,1.100,"produce median"
om,OMR,broccoli-microgreens-live-tray,microgreens,"1 live tray",130.00,182.00,0.060416667,0.785,1.100,"produce median"
om,OMR,fenugreek-microgreens-live-tray,microgreens,"1 live tray",130.00,182.00,0.060416667,0.785,1.100,"produce median"
om,OMR,red-amaranth-microgreens-live-tray,microgreens,"1 live tray",130.00,182.00,0.060416667,0.785,1.100,"produce median"
bh,BHD,butterhead-lettuce,leafy-greens,"1 head · 120–250 g",75.00,105.00,0.054045,0.405,0.600,"produce median"
bh,BHD,romaine-lettuce,leafy-greens,"1 head · 120–250 g",75.00,105.00,0.054045,0.405,0.600,"produce median"
bh,BHD,green-oakleaf-lettuce,leafy-greens,"75 g",80.00,112.00,0.054045,0.432,0.650,"produce median"
bh,BHD,red-oakleaf-lettuce,leafy-greens,"250 g",210.00,294.00,0.054045,1.135,1.600,"produce median"
bh,BHD,lollo-rosso-lettuce,leafy-greens,"250 g",100.00,140.00,0.054045,0.540,0.800,"produce median"
bh,BHD,lollo-bionda-lettuce,leafy-greens,"200 g",50.00,70.00,0.054045,0.270,0.400,"produce median"
bh,BHD,iceberg-lettuce,leafy-greens,"200–300 g",200.00,280.00,0.054045,1.081,1.550,"produce median"
bh,BHD,arugula,leafy-greens,"100 g",99.00,138.60,0.054045,0.535,0.750,"produce median"
bh,BHD,spinach,leafy-greens,"250 g",75.00,105.00,0.0270225,0.203,0.300,"own median of 1, limited"
bh,BHD,baby-kale,leafy-greens,"250 g",437.00,611.80,0.054045,2.362,3.350,"produce median"
bh,BHD,curly-kale,leafy-greens,"100 g",99.00,138.60,0.064444444,0.638,0.900,"own median of 1"
bh,BHD,lacinato-kale,leafy-greens,"100 g",99.00,138.60,0.054045,0.535,0.750,"produce median"
bh,BHD,swiss-chard,leafy-greens,"100 g",99.00,138.60,0.054045,0.535,0.750,"produce median"
bh,BHD,bok-choy,leafy-greens,"250 g",149.00,208.60,0.054045,0.805,1.150,"produce median"
bh,BHD,tatsoi,leafy-greens,"250 g",149.00,208.60,0.054045,0.805,1.150,"produce median"
bh,BHD,mizuna,leafy-greens,"100 g",99.00,138.60,0.054045,0.535,0.750,"produce median"
bh,BHD,mustard-greens,leafy-greens,"200 g",38.00,53.20,0.054045,0.205,0.300,"produce median"
bh,BHD,watercress,leafy-greens,"100 g",169.00,236.60,0.054045,0.913,1.300,"produce median"
bh,BHD,sorrel,leafy-greens,"100 g",100.00,140.00,0.054045,0.540,0.800,"produce median"
bh,BHD,endive,leafy-greens,"250 g",55.00,77.00,0.054045,0.297,0.450,"produce median"
bh,BHD,radicchio,leafy-greens,"200–300 g",80.00,112.00,0.054045,0.432,0.650,"produce median"
bh,BHD,amaranth-greens,leafy-greens,"1 bunch · 125–150 g",75.00,105.00,0.054045,0.405,0.600,"produce median"
bh,BHD,fenugreek-greens,leafy-greens,"1 bunch · 150–200 g",75.00,105.00,0.054045,0.405,0.600,"produce median"
bh,BHD,napa-cabbage,leafy-greens,"250 g",110.00,154.00,0.054045,0.594,0.850,"produce median"
bh,BHD,sweet-basil,herbs,"100 g",100.00,140.00,0.12375,1.238,1.750,"own median of 1, limited"
bh,BHD,thai-basil,herbs,"100 g",149.00,208.60,0.061875,0.922,1.300,"herb median"
bh,BHD,holy-basil,herbs,"250 g",150.00,210.00,0.061875,0.928,1.300,"herb median"
bh,BHD,mint,herbs,"1 bunch · 125–150 g",40.00,56.00,0.061875,0.247,0.350,"own median of 1"
bh,BHD,coriander,herbs,"1 bunch · 150–200 g",75.00,105.00,0.057555556,0.432,0.650,"own median of 2"
bh,BHD,flat-leaf-parsley,herbs,"100 g",85.00,119.00,0.0309375,0.263,0.400,"own median of 1, limited"
bh,BHD,curly-parsley,herbs,"50 g",55.00,77.00,0.061875,0.340,0.500,"herb median"
bh,BHD,dill,herbs,"1 bunch · 125–150 g",75.00,105.00,0.061875,0.464,0.650,"herb median"
bh,BHD,chives,herbs,"100 g",149.00,208.60,0.061875,0.922,1.300,"herb median"
bh,BHD,garlic-chives,herbs,"100 g",100.00,140.00,0.061875,0.619,0.900,"herb median"
bh,BHD,oregano,herbs,"100 g",150.00,210.00,0.061875,0.928,1.300,"herb median"
bh,BHD,thyme,herbs,"100 g",120.00,168.00,0.061875,0.743,1.050,"herb median"
bh,BHD,rosemary,herbs,"100 g",120.00,168.00,0.061875,0.743,1.050,"herb median"
bh,BHD,sage,herbs,"100 g",150.00,210.00,0.061875,0.928,1.300,"herb median"
bh,BHD,lemon-balm,herbs,"100 g",100.00,140.00,0.061875,0.619,0.900,"herb median"
bh,BHD,shiso,herbs,"100 g",85.00,119.00,0.061875,0.526,0.750,"herb median"
bh,BHD,chervil,herbs,"100 g",100.00,140.00,0.061875,0.619,0.900,"herb median"
bh,BHD,tarragon,herbs,"100 g",100.00,140.00,0.061875,0.619,0.900,"herb median"
bh,BHD,marjoram,herbs,"100 g",40.00,56.00,0.061875,0.247,0.350,"herb median"
bh,BHD,lemongrass,herbs,"100 g",30.00,42.00,0.061875,0.186,0.300,"herb median"
bh,BHD,broccoli-microgreens,microgreens,"25 g",160.00,224.00,0.054045,0.865,1.250,"produce median"
bh,BHD,radish-microgreens,microgreens,"50 g",200.00,280.00,0.054045,1.081,1.550,"produce median"
bh,BHD,pea-shoots,microgreens,"50 g",200.00,280.00,0.054045,1.081,1.550,"produce median"
bh,BHD,sunflower-shoots,microgreens,"50 g",79.00,110.60,0.054045,0.427,0.600,"produce median"
bh,BHD,mustard-microgreens,microgreens,"50 g",200.00,280.00,0.054045,1.081,1.550,"produce median"
bh,BHD,red-cabbage-microgreens,microgreens,"50 g",179.00,250.60,0.054045,0.967,1.400,"produce median"
bh,BHD,kale-microgreens,microgreens,"50 g",179.00,250.60,0.054045,0.967,1.400,"produce median"
bh,BHD,arugula-microgreens,microgreens,"25 g",170.00,238.00,0.054045,0.919,1.300,"produce median"
bh,BHD,beet-microgreens,microgreens,"50 g",149.00,208.60,0.054045,0.805,1.150,"produce median"
bh,BHD,amaranth-microgreens,microgreens,"50 g",250.00,350.00,0.054045,1.351,1.900,"produce median"
bh,BHD,basil-microgreens,microgreens,"25 g",160.00,224.00,0.054045,0.865,1.250,"produce median"
bh,BHD,coriander-microgreens,microgreens,"50 g",149.00,208.60,0.054045,0.805,1.150,"produce median"
bh,BHD,fenugreek-microgreens,microgreens,"50 g",149.00,208.60,0.054045,0.805,1.150,"produce median"
bh,BHD,wheatgrass,microgreens,"250 g",300.00,420.00,0.054045,1.621,2.300,"produce median"
bh,BHD,kohlrabi-microgreens,microgreens,"50 g",179.00,250.60,0.054045,0.967,1.400,"produce median"
bh,BHD,garden-cress-microgreens,microgreens,"50 g",179.00,250.60,0.054045,0.967,1.400,"produce median"
bh,BHD,cherry-tomatoes,fruiting-crops,"250 g",110.00,154.00,0.054045,0.594,0.850,"produce median"
bh,BHD,beefsteak-tomatoes,fruiting-crops,"250 g",220.00,308.00,0.054045,1.189,1.700,"produce median"
bh,BHD,plum-tomatoes,fruiting-crops,"250 g",220.00,308.00,0.054045,1.189,1.700,"produce median"
bh,BHD,cucumber,fruiting-crops,"500 g",60.00,84.00,0.0625,0.375,0.550,"own median of 1"
bh,BHD,bell-peppers,fruiting-crops,"3 peppers · mixed colours",250.00,350.00,0.036072,0.902,1.300,"own median of 2"
bh,BHD,green-chillies,fruiting-crops,"100 g",25.00,35.00,0.054045,0.135,0.200,"produce median"
bh,BHD,jalapeno-peppers,fruiting-crops,"200 g",65.00,91.00,0.054045,0.351,0.500,"produce median"
bh,BHD,strawberries,fruiting-crops,"250 g",250.00,350.00,0.10809,2.702,3.800,"own median of 1, limited"
bh,BHD,eggplant,fruiting-crops,"250 g",40.00,56.00,0.054045,0.216,0.350,"produce median"
bh,BHD,zucchini,fruiting-crops,"150–200 g",57.00,79.80,0.042368421,0.241,0.350,"own median of 1"
bh,BHD,muskmelon,fruiting-crops,"1 melon",190.00,266.00,0.054045,1.027,1.450,"produce median"
bh,BHD,green-beans,fruiting-crops,"250 g",76.00,106.40,0.054045,0.411,0.600,"produce median"
bh,BHD,spring-onions,roots-and-stems,"1 bunch · 225–250 g",100.00,140.00,0.054045,0.540,0.800,"produce median"
bh,BHD,celery,roots-and-stems,"250 g",149.00,208.60,0.054045,0.805,1.150,"produce median"
bh,BHD,radish,roots-and-stems,"1 bunch · 450–500 g",100.00,140.00,0.054045,0.540,0.800,"produce median"
bh,BHD,beetroot,roots-and-stems,"250 g",45.00,63.00,0.054045,0.243,0.350,"produce median"
bh,BHD,carrot,roots-and-stems,"250 g",50.00,70.00,0.0415,0.207,0.300,"own median of 1"
bh,BHD,ginger,roots-and-stems,"250 g",85.00,119.00,0.054045,0.459,0.650,"produce median"
bh,BHD,turmeric,roots-and-stems,"250 g",65.00,91.00,0.054045,0.351,0.500,"produce median"
bh,BHD,potato,roots-and-stems,"1 kg",80.00,112.00,0.063125,0.505,0.750,"own median of 2"
bh,BHD,nasturtium-flowers,edible-flowers,"15–20 flowers",350.00,490.00,0.054045,1.892,2.650,"produce median"
bh,BHD,viola-flowers,edible-flowers,"40 g",250.00,350.00,0.054045,1.351,1.900,"produce median"
bh,BHD,pansy-flowers,edible-flowers,"40 g",250.00,350.00,0.054045,1.351,1.900,"produce median"
bh,BHD,calendula-petals,edible-flowers,"40 g",250.00,350.00,0.054045,1.351,1.900,"produce median"
bh,BHD,borage-flowers,edible-flowers,"40 g",250.00,350.00,0.054045,1.351,1.900,"produce median"
bh,BHD,radish-microgreens-live-tray,microgreens,"1 live tray",130.00,182.00,0.054045,0.703,1.000,"produce median"
bh,BHD,pea-microgreens-live-tray,microgreens,"1 live tray",130.00,182.00,0.054045,0.703,1.000,"produce median"
bh,BHD,sunflower-microgreens-live-tray,microgreens,"1 live tray",130.00,182.00,0.054045,0.703,1.000,"produce median"
bh,BHD,broccoli-microgreens-live-tray,microgreens,"1 live tray",130.00,182.00,0.054045,0.703,1.000,"produce median"
bh,BHD,fenugreek-microgreens-live-tray,microgreens,"1 live tray",130.00,182.00,0.054045,0.703,1.000,"produce median"
bh,BHD,red-amaranth-microgreens-live-tray,microgreens,"1 live tray",130.00,182.00,0.054045,0.703,1.000,"produce median"
iq,IQD,butterhead-lettuce,leafy-greens,"1 head · 120–250 g",75.00,105.00,98.666667,740.000,1250.000,"own median of 3"
iq,IQD,romaine-lettuce,leafy-greens,"1 head · 120–250 g",75.00,105.00,96.208333,721.562,1250.000,"produce median"
iq,IQD,green-oakleaf-lettuce,leafy-greens,"75 g",80.00,112.00,96.208333,769.667,1250.000,"produce median"
iq,IQD,red-oakleaf-lettuce,leafy-greens,"250 g",210.00,294.00,96.208333,2020.375,3000.000,"produce median"
iq,IQD,lollo-rosso-lettuce,leafy-greens,"250 g",100.00,140.00,96.208333,962.083,1500.000,"produce median"
iq,IQD,lollo-bionda-lettuce,leafy-greens,"200 g",50.00,70.00,96.208333,481.042,750.000,"produce median"
iq,IQD,iceberg-lettuce,leafy-greens,"200–300 g",200.00,280.00,96.208333,1924.167,2750.000,"produce median"
iq,IQD,arugula,leafy-greens,"100 g",99.00,138.60,96.208333,952.462,1500.000,"produce median"
iq,IQD,spinach,leafy-greens,"250 g",75.00,105.00,96.208333,721.562,1250.000,"produce median"
iq,IQD,baby-kale,leafy-greens,"250 g",437.00,611.80,96.208333,4204.304,6000.000,"produce median"
